query,design,instance_path,locations
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70945,70947-70949,70963-70968,70976,70990] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70980,70985] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70986] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70944,70979] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70944,70979]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70853,70855-70857,70871-70876,70884,70898] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70888,70893] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70894] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70852,70887] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70852,70887]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64935,64937-64939,64953-64958,64966,64980] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64970,64975] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64976] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64934,64969] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64934,64969]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65027,65029-65031,65045-65050,65058,65072] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65062,65067] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65068] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65026,65061] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65026,65061]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52996-52998,53000-53002,53012,53026] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53016,53021] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53022] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53015] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53015]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53027-53032,53040,53054] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53044,53049] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53050] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53043] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[53043]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52964-52966,52968-52970,52980,52994,53153-53155,53160] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52984,52989] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52990] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52983,53159] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[52983,53159]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59596,59598-59600,59614-59619,59627,59640] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59631,59636] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59637] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59595,59630] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59595,59630]"
Cwe1234,soc_peripherals,cwe1234,"locked_register@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68268,68270-68272,68290-68295,68303,68317] | not_gate@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68307,68312] | rec_or@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68313] | top_and@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68267,68306] | unlock_logic@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68267,68306]"
Cwe1271,soc_peripherals,cwe1271,"Match #25@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65076-65077]"
Cwe1271,soc_peripherals,cwe1271,"Match #69@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[60481-60482]"
Cwe1271,soc_peripherals,cwe1271,"Match #70@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[62779-62780]"
Cwe1271,soc_peripherals,cwe1271,"Match #47@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68448-68449]"
Cwe1271,soc_peripherals,cwe1271,"Match #29@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68200-68201]"
Cwe1271,soc_peripherals,cwe1271,"Match #8@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58025-58026]"
Cwe1271,soc_peripherals,cwe1271,"Match #50@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68454-68455]"
Cwe1271,soc_peripherals,cwe1271,"Match #46@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68446-68447]"
Cwe1271,soc_peripherals,cwe1271,"Match #67@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[57948-57949]"
Cwe1271,soc_peripherals,cwe1271,"Match #77@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65749-65750]"
Cwe1271,soc_peripherals,cwe1271,"Match #34@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68210-68211]"
Cwe1271,soc_peripherals,cwe1271,"Match #21@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64984-64985]"
Cwe1271,soc_peripherals,cwe1271,"Match #65@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[41250-41251]"
Cwe1271,soc_peripherals,cwe1271,"Match #48@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68450-68451]"
Cwe1271,soc_peripherals,cwe1271,"Match #19@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64335-64336]"
Cwe1271,soc_peripherals,cwe1271,"Match #41@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68330-68331]"
Cwe1271,soc_peripherals,cwe1271,"Match #60@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70996-70997]"
Cwe1271,soc_peripherals,cwe1271,"Match #61@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70998-70999]"
Cwe1271,soc_peripherals,cwe1271,"Match #59@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70994-70995]"
Cwe1271,soc_peripherals,cwe1271,"Match #3@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58015-58016]"
Cwe1271,soc_peripherals,cwe1271,"Match #33@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68208-68209]"
Cwe1271,soc_peripherals,cwe1271,"Match #44@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68336-68337]"
Cwe1271,soc_peripherals,cwe1271,"Match #49@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68452-68453]"
Cwe1271,soc_peripherals,cwe1271,"Match #68@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59806-59807]"
Cwe1271,soc_peripherals,cwe1271,"Match #16@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[60568-60569]"
Cwe1271,soc_peripherals,cwe1271,"Match #76@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65739-65740]"
Cwe1271,soc_peripherals,cwe1271,"Match #79@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65757-65758]"
Cwe1271,soc_peripherals,cwe1271,"Match #15@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[60566-60567]"
Cwe1271,soc_peripherals,cwe1271,"Match #78@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65753-65754]"
Cwe1271,soc_peripherals,cwe1271,"Match #35@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68212-68213]"
Cwe1271,soc_peripherals,cwe1271,"Match #62@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[71000-71001]"
Cwe1271,soc_peripherals,cwe1271,"Match #22@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64986-64987]"
Cwe1271,soc_peripherals,cwe1271,"Match #52@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68458-68459]"
Cwe1271,soc_peripherals,cwe1271,"Match #72@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65711-65712]"
Cwe1271,soc_peripherals,cwe1271,"Match #0@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[57889-57890]"
Cwe1271,soc_peripherals,cwe1271,"Match #73@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65721-65722]"
Cwe1271,soc_peripherals,cwe1271,"Match #83@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65779-65780]"
Cwe1271,soc_peripherals,cwe1271,"Match #37@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68322-68323]"
Cwe1271,soc_peripherals,cwe1271,"Match #11@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59648-59649]"
Cwe1271,soc_peripherals,cwe1271,"Match #42@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68332-68333]"
Cwe1271,soc_peripherals,cwe1271,"Match #7@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58023-58024]"
Cwe1271,soc_peripherals,cwe1271,"Match #5@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58019-58020]"
Cwe1271,soc_peripherals,cwe1271,"Match #40@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68328-68329]"
Cwe1271,soc_peripherals,cwe1271,"Match #43@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68334-68335]"
Cwe1271,soc_peripherals,cwe1271,"Match #66@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[41254-41255]"
Cwe1271,soc_peripherals,cwe1271,"Match #27@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65080-65081]"
Cwe1271,soc_peripherals,cwe1271,"Match #28@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65082-65083]"
Cwe1271,soc_peripherals,cwe1271,"Match #57@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70906-70907]"
Cwe1271,soc_peripherals,cwe1271,"Match #82@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65775-65776]"
Cwe1271,soc_peripherals,cwe1271,"Match #84@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68055-68056]"
Cwe1271,soc_peripherals,cwe1271,"Match #20@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64337-64338]"
Cwe1271,soc_peripherals,cwe1271,"Match #24@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64990-64991]"
Cwe1271,soc_peripherals,cwe1271,"Match #55@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70902-70903]"
Cwe1271,soc_peripherals,cwe1271,"Match #30@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68202-68203]"
Cwe1271,soc_peripherals,cwe1271,"Match #45@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68444-68445]"
Cwe1271,soc_peripherals,cwe1271,"Match #53@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70053-70054]"
Cwe1271,soc_peripherals,cwe1271,"Match #1@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58011-58012]"
Cwe1271,soc_peripherals,cwe1271,"Match #31@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68204-68205]"
Cwe1271,soc_peripherals,cwe1271,"Match #54@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70055-70056]"
Cwe1271,soc_peripherals,cwe1271,"Match #23@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64988-64989]"
Cwe1271,soc_peripherals,cwe1271,"Match #75@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65735-65736]"
Cwe1271,soc_peripherals,cwe1271,"Match #63@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[41242-41243]"
Cwe1271,soc_peripherals,cwe1271,"Match #32@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68206-68207]"
Cwe1271,soc_peripherals,cwe1271,"Match #56@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70904-70905]"
Cwe1271,soc_peripherals,cwe1271,"Match #14@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[60564-60565]"
Cwe1271,soc_peripherals,cwe1271,"Match #17@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64331-64332]"
Cwe1271,soc_peripherals,cwe1271,"Match #2@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58013-58014]"
Cwe1271,soc_peripherals,cwe1271,"Match #9@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59644-59645]"
Cwe1271,soc_peripherals,cwe1271,"Match #18@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[64333-64334]"
Cwe1271,soc_peripherals,cwe1271,"Match #13@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[60562-60563]"
Cwe1271,soc_peripherals,cwe1271,"Match #51@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68456-68457]"
Cwe1271,soc_peripherals,cwe1271,"Match #6@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58021-58022]"
Cwe1271,soc_peripherals,cwe1271,"Match #12@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59650-59651]"
Cwe1271,soc_peripherals,cwe1271,"Match #71@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65707-65708]"
Cwe1271,soc_peripherals,cwe1271,"Match #74@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65725-65726]"
Cwe1271,soc_peripherals,cwe1271,"Match #26@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65078-65079]"
Cwe1271,soc_peripherals,cwe1271,"Match #39@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68326-68327]"
Cwe1271,soc_peripherals,cwe1271,"Match #81@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65771-65772]"
Cwe1271,soc_peripherals,cwe1271,"Match #38@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68324-68325]"
Cwe1271,soc_peripherals,cwe1271,"Match #4@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[58017-58018]"
Cwe1271,soc_peripherals,cwe1271,"Match #10@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[59646-59647]"
Cwe1271,soc_peripherals,cwe1271,"Match #58@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[70908-70909]"
Cwe1271,soc_peripherals,cwe1271,"Match #80@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[65767-65768]"
Cwe1271,soc_peripherals,cwe1271,"Match #64@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[41246-41247]"
Cwe1271,soc_peripherals,cwe1271,"Match #36@examples/fixtures/larger_designs/verilog/hackatdac18/soc_peripherals_netlist.v:[68214-68215]"
Cwe1271,udma_core,cwe1271,"Match #107@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[6906-6907]"
Cwe1271,udma_core,cwe1271,"Match #149@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[6212-6213]"
Cwe1271,udma_core,cwe1271,"Match #143@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[6308-6309]"
Cwe1271,udma_core,cwe1271,"Match #100@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[6993-6994]"
Cwe1271,udma_core,cwe1271,"Match #36@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[7745-7746]"
Cwe1271,udma_core,cwe1271,"Match #144@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[6305-6306]"
Cwe1271,udma_core,cwe1271,"Match #22@examples/fixtures/larger_designs/verilog/hackatdac18/udma_core_netlist.v:[7973-7974]"
